municipality,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
City of San Pedro,2025,2,0.3510994966229506,0.2823919967417425,0.2528266187829894,0.29036589493123355,-0.36032343442194537,0.2332590151379467,61065,-5.5670000754418645,3.9790439494601992,-10.985186596731957,4.687617650232598,60994
City of San Pedro,2025,3,0.3334444712626955,0.2590691808435497,0.23034783269760956,4.553351724086431,-0.36208464712409144,0.22263553100009859,57955,-5.537342501176964,4.105262067848064,-10.992228169385323,4.7609254081421035,60881
City of San Pedro,2025,4,0.3053375966324771,0.21690549747998797,0.23393525933877746,0.1791589841450544,-0.33739191551855824,0.18438207643018117,59564,-5.739404891786927,4.280955617964633,-12.923447262047517,4.547057739657102,60984
City of San Pedro,2025,5,0.32474301795192606,0.28699349744759617,0.24398287558166887,1.248153249723138,-0.3405355217336208,0.2448318390865407,56666,-5.156351532475119,4.277071697985839,-10.620004462065097,4.478128580024813,61021
City of San Pedro,2025,6,,,,,,,0,-4.182780157964154,4.645958272607695,-11.44040767021614,4.224936957563995,61049
City of San Pedro,2025,7,,,,,,,,-4.866843210883214,4.325279741041541,-11.840798994795808,4.451873564380229,61031
City of San Pedro,2025,8,0.2882351920651859,0.35741707045016136,0.22742158714460364,0.27090072558896594,-0.2911193345136014,0.3461087619398416,24193,-5.1133436072369385,4.424136256789885,-10.892066643995047,4.522654785291363,61057
City of San Pedro,2025,9,,,,,,,,-4.385256058196094,4.678133228170308,-11.436811349843108,4.188890619163437,61063
City of San Pedro,2025,10,-0.020354945229418157,0.060015800845669515,-0.022598235816177398,0.06223797410475138,0.039738148326675105,0.059862824951996504,45,-5.108094850995014,4.075793257095721,-10.965421956912536,4.6856622466219005,61016
City of San Pedro,2025,11,0.3899723910852355,0.3407567720407986,0.24920650742961195,0.23560414104446722,-0.39096805846020677,0.29488579479578325,60501,-4.76537624890403,4.497378531740094,-11.70298635582142,4.276660034068123,61063
City of Santa Rosa,2018,1,0.5120973082651786,0.28579060324693933,0.36253266577919047,0.256973910233425,-0.4823981374403161,0.22835525942196047,133688,-6.83218794043169,3.548637197259899,-12.487002842233037,3.595629762306994,141836
