municipality,year,month,rainfall_mm,temp_mean_c,days
Paete,2020,5,417.9,25.38,31
Paete,2020,6,263.9,24.77,30
Paete,2020,7,257.7,24.62,31
Paete,2020,8,322.2,24.41,31
Paete,2020,9,254.4,24.72,30
Paete,2020,10,771.1,23.53,31
Paete,2020,11,709.8,22.99,30
Paete,2020,12,677.5,22.77,31
Paete,2021,1,411.5,21.7,31
Paete,2021,2,450.5,21.78,28
Paete,2021,3,273.0,22.93,31
Paete,2021,4,92.4,23.59,30
Paete,2021,5,193.3,24.72,31
Paete,2021,6,248.0,25.06,30
Paete,2021,7,441.3,24.05,31
Paete,2021,8,314.1,24.38,31
Paete,2021,9,409.6,23.97,30
Paete,2021,10,337.5,23.57,31
Paete,2021,11,315.1,23.17,30
Paete,2021,12,481.1,21.82,31
Paete,2022,1,167.6,21.78,31
Paete,2022,2,286.9,21.79,28
Paete,2022,3,128.7,23.31,31
Paete,2022,4,242.5,23.14,30
Paete,2022,5,196.9,24.53,31
Paete,2022,6,278.2,24.45,30
Paete,2022,7,316.4,24.35,31
Paete,2022,8,309.2,23.94,31
Paete,2022,9,273.1,23.93,30
Paete,2022,10,469.4,23.58,31
Paete,2022,11,368.6,23.03,30
Paete,2022,12,548.5,21.87,31
Paete,2023,1,604.0,21.19,31
Paete,2023,2,287.7,21.85,28
Paete,2023,3,91.1,22.26,31
Paete,2023,4,186.1,23.87,30
Paete,2023,5,198.7,24.84,31
Paete,2023,6,199.1,24.8,30
Paete,2023,7,292.5,24.48,31
Paete,2023,8,142.9,24.83,31
Paete,2023,9,270.2,24.44,30
Paete,2023,10,236.5,23.71,31
Paete,2023,11,478.4,22.92,30
Paete,2023,12,478.3,22.47,31
Paete,2024,1,199.0,21.65,31
Paete,2024,2,191.7,22.0,29
Paete,2024,3,209.3,22.45,31
Paete,2024,4,68.1,24.63,30
Paete,2024,5,326.9,25.22,31
Paete,2024,6,285.0,24.99,30
Paete,2024,7,439.8,24.03,31
Paete,2024,8,181.9,24.85,31
Paete,2024,9,369.6,24.38,30
Paete,2024,10,397.5,23.82,31
Paete,2024,11,290.8,23.56,30
Paete,2024,12,926.8,22.18,31
Paete,2025,1,564.8,21.54,31
Paete,2025,2,511.4,21.78,28
Paete,2025,3,278.5,22.61,31
Paete,2025,4,54.9,24.62,30
Paete,2025,5,136.4,24.73,31
Paete,2025,6,279.2,24.39,30
Paete,2025,7,333.0,24.17,31
Paete,2025,8,341.2,24.04,31
Paete,2025,9,405.4,23.22,30
Paete,2025,10,373.8,23.27,31
Paete,2025,11,581.3,22.97,30
Paete,2025,12,328.6,22.15,31
Pagsanjan,2018,1,141.8,25.28,31
Pagsanjan,2018,2,19.4,25.56,28
Pagsanjan,2018,3,79.0,26.02,31
Pagsanjan,2018,4,77.6,27.54,30
Pagsanjan,2018,5,17.6,29.02,31
Pagsanjan,2018,6,235.8,27.61,30
Pagsanjan,2018,7,516.4,26.45,31
Pagsanjan,2018,8,243.4,26.98,31
Pagsanjan,2018,9,377.3,26.64,30
Pagsanjan,2018,10,82.7,26.91,31
Pagsanjan,2018,11,139.6,26.47,30
Pagsanjan,2018,12,525.3,25.68,31
Pagsanjan,2019,1,67.7,24.81,31
Pagsanjan,2019,2,25.3,24.99,28
Pagsanjan,2019,3,10.6,26.74,31
Pagsanjan,2019,4,26.3,28.61,30
Pagsanjan,2019,5,159.3,28.25,31
Pagsanjan,2019,6,208.1,28.43,30
Pagsanjan,2019,7,273.3,27.21,31
Pagsanjan,2019,8,400.0,26.98,31
Pagsanjan,2019,9,442.8,26.76,30
Pagsanjan,2019,10,113.2,26.8,31
Pagsanjan,2019,11,167.7,26.41,30
Pagsanjan,2019,12,338.7,25.89,31
Pagsanjan,2020,1,73.3,25.42,31
Pagsanjan,2020,2,87.1,24.75,29
Pagsanjan,2020,3,24.9,26.81,31
Pagsanjan,2020,4,29.2,27.95,30
Pagsanjan,2020,5,399.3,28.87,31
Pagsanjan,2020,6,210.1,28.15,30
Pagsanjan,2020,7,268.4,27.74,31
Pagsanjan,2020,8,413.2,27.21,31
Pagsanjan,2020,9,231.0,27.65,30
Pagsanjan,2020,10,583.2,26.7,31
Pagsanjan,2020,11,513.2,26.34,30
Pagsanjan,2020,12,347.4,26.17,31
Pagsanjan,2021,1,184.6,24.97,31
Pagsanjan,2021,2,161.6,25.09,28
Pagsanjan,2021,3,143.0,26.39,31
Pagsanjan,2021,4,34.2,27.15,30
Pagsanjan,2021,5,75.3,28.44,31
Pagsanjan,2021,6,320.7,27.83,30
Pagsanjan,2021,7,397.9,27.25,31
Pagsanjan,2021,8,273.6,27.4,31
Pagsanjan,2021,9,376.3,27.04,30
Pagsanjan,2021,10,191.6,26.82,31
Pagsanjan,2021,11,90.0,26.82,30
Pagsanjan,2021,12,168.6,25.32,31
Pagsanjan,2022,1,54.8,25.17,31
Pagsanjan,2022,2,55.7,25.54,28
Pagsanjan,2022,3,39.1,27.23,31
Pagsanjan,2022,4,75.5,27.07,30
Pagsanjan,2022,5,254.6,28.01,31
Pagsanjan,2022,6,258.7,27.7,30
Pagsanjan,2022,7,332.7,27.28,31
Pagsanjan,2022,8,363.2,26.85,31
Pagsanjan,2022,9,308.8,26.78,30
Pagsanjan,2022,10,427.9,26.88,31
Pagsanjan,2022,11,141.8,26.69,30
Pagsanjan,2022,12,194.7,25.37,31
Pagsanjan,2023,1,197.9,24.67,31
Pagsanjan,2023,2,99.8,25.3,28
Pagsanjan,2023,3,12.5,25.94,31
Pagsanjan,2023,4,127.4,27.45,30
Pagsanjan,2023,5,168.2,28.13,31
Pagsanjan,2023,6,249.2,27.84,30
Pagsanjan,2023,7,243.3,27.96,31
Pagsanjan,2023,8,123.1,28.03,31
Pagsanjan,2023,9,274.1,27.54,30
Pagsanjan,2023,10,147.3,27.43,31
Pagsanjan,2023,11,179.9,26.88,30
Pagsanjan,2023,12,128.7,26.45,31
Pagsanjan,2024,1,33.0,25.52,31
Pagsanjan,2024,2,25.6,26.21,29
Pagsanjan,2024,3,52.1,26.78,31
Pagsanjan,2024,4,17.9,29.33,30
Pagsanjan,2024,5,340.0,29.52,31
Pagsanjan,2024,6,356.2,28.3,30
Pagsanjan,2024,7,369.7,27.5,31
Pagsanjan,2024,8,262.8,27.77,31
Pagsanjan,2024,9,384.2,27.6,30
Pagsanjan,2024,10,384.8,27.34,31
Pagsanjan,2024,11,137.0,27.43,30
Pagsanjan,2024,12,358.8,25.83,31
Pagsanjan,2025,1,155.5,25.32,31
Pagsanjan,2025,2,159.1,25.54,28
Pagsanjan,2025,3,82.1,26.74,31
Pagsanjan,2025,4,17.3,29.42,30
Pagsanjan,2025,5,106.5,29.14,31
Pagsanjan,2025,6,448.6,27.46,30
Pagsanjan,2025,7,357.4,27.26,31
Pagsanjan,2025,8,437.8,27.04,31
Pagsanjan,2025,9,399.3,26.46,30
Pagsanjan,2025,10,318.3,26.83,31
Pagsanjan,2025,11,294.4,26.59,30
Pagsanjan,2025,12,100.3,26.0,31
Pakil,2018,1,201.6,25.75,31
Pakil,2018,2,10.9,26.18,28
Pakil,2018,3,46.8,26.67,31
Pakil,2018,4,120.3,28.21,30
Pakil,2018,5,10.2,29.87,31
Pakil,2018,6,260.6,28.11,30
Pakil,2018,7,467.3,26.9,31
Pakil,2018,8,192.0,27.45,31
Pakil,2018,9,358.3,27.17,30
Pakil,2018,10,80.5,27.64,31
Pakil,2018,11,93.6,27.2,30
Pakil,2018,12,496.0,26.38,31
Pakil,2019,1,24.9,25.47,31
Pakil,2019,2,10.5,25.84,28
Pakil,2019,3,4.5,27.53,31
Pakil,2019,4,11.8,29.34,30
Pakil,2019,5,101.3,28.95,31
Pakil,2019,6,206.1,29.11,30
Pakil,2019,7,308.9,27.69,31
Pakil,2019,8,443.2,27.49,31
Pakil,2019,9,463.3,27.24,30
Pakil,2019,10,52.0,27.57,31
Pakil,2019,11,79.0,27.08,30
Pakil,2019,12,162.8,26.59,31
Pakil,2020,1,51.9,26.07,31
Pakil,2020,2,34.5,25.51,29
Pakil,2020,3,11.9,27.58,31
Pakil,2020,4,20.1,28.62,30
Pakil,2020,5,213.2,29.49,31
Pakil,2020,6,155.4,28.85,30
Pakil,2020,7,188.3,28.45,31
Pakil,2020,8,235.0,27.84,31
Pakil,2020,9,137.2,28.18,30
Pakil,2020,10,481.4,27.25,31
Pakil,2020,11,366.8,27.02,30
Pakil,2020,12,285.4,26.71,31
Pakil,2021,1,90.5,25.58,31
Pakil,2021,2,126.9,25.66,28
Pakil,2021,3,59.7,27.1,31
Pakil,2021,4,33.8,27.85,30
Pakil,2021,5,56.5,29.13,31
Pakil,2021,6,159.6,28.55,30
Pakil,2021,7,319.1,27.94,31
Pakil,2021,8,124.4,27.92,31
Pakil,2021,9,303.7,27.59,30
Pakil,2021,10,169.2,27.45,31
Pakil,2021,11,41.5,27.73,30
Pakil,2021,12,106.8,26.1,31
Pakil,2022,1,30.9,25.88,31
Pakil,2022,2,27.9,26.25,28
Pakil,2022,3,18.6,28.1,31
Pakil,2022,4,62.3,27.84,30
Pakil,2022,5,155.7,28.62,31
Pakil,2022,6,169.7,28.55,30
Pakil,2022,7,284.8,27.86,31
Pakil,2022,8,341.7,27.32,31
Pakil,2022,9,297.3,27.29,30
Pakil,2022,10,362.9,27.54,31
Pakil,2022,11,67.6,27.27,30
Pakil,2022,12,126.0,26.07,31
Pakil,2023,1,127.7,25.37,31
Pakil,2023,2,48.1,25.9,28
Pakil,2023,3,13.8,26.76,31
Pakil,2023,4,96.9,28.24,30
Pakil,2023,5,92.7,28.99,31
Pakil,2023,6,182.0,28.55,30
Pakil,2023,7,431.1,28.53,31
Pakil,2023,8,318.1,28.34,31
Pakil,2023,9,345.7,28.21,30
Pakil,2023,10,148.1,28.0,31
Pakil,2023,11,77.3,27.4,30
Pakil,2023,12,55.4,26.94,31
Pakil,2024,1,13.0,25.83,31
Pakil,2024,2,7.0,26.27,29
Pakil,2024,3,24.9,26.83,31
Pakil,2024,4,1.4,29.07,30
Pakil,2024,5,245.3,29.65,31
Pakil,2024,6,220.9,28.9,30
Pakil,2024,7,468.5,28.15,31
Pakil,2024,8,313.8,28.47,31
Pakil,2024,9,504.6,28.14,30
Pakil,2024,10,299.7,28.08,31
Pakil,2024,11,93.4,27.78,30
Pakil,2024,12,268.0,26.46,31
Pakil,2025,1,63.7,25.82,31
Pakil,2025,2,93.6,25.98,28
Pakil,2025,3,50.2,26.96,31
Pakil,2025,4,5.2,29.18,30
Pakil,2025,5,70.5,29.18,31
Pakil,2025,6,316.3,28.15,30
Pakil,2025,7,558.2,27.93,31
Pakil,2025,8,293.4,27.9,31
Pakil,2025,9,313.5,27.29,30
Pakil,2025,10,183.7,27.65,31
Pakil,2025,11,186.7,27.34,30
Pakil,2025,12,61.5,26.53,31
Pangil,2018,1,381.4,22.51,31
Pangil,2018,2,63.2,22.81,28
Pangil,2018,3,101.6,23.06,31
Pangil,2018,4,176.1,24.22,30
Pangil,2018,5,56.5,25.62,31
Pangil,2018,6,223.6,25.11,30
Pangil,2018,7,351.4,24.26,31
Pangil,2018,8,247.9,24.58,31
Pangil,2018,9,303.0,24.48,30
Pangil,2018,10,133.2,24.42,31
Pangil,2018,11,300.0,23.7,30
Pangil,2018,12,901.3,22.97,31
Pangil,2019,1,250.3,22.1,31
Pangil,2019,2,97.0,22.14,28
Pangil,2019,3,35.9,23.55,31
Pangil,2019,4,68.3,25.24,30
Pangil,2019,5,170.2,25.99,31
Pangil,2019,6,180.0,25.89,30
Pangil,2019,7,259.8,25.1,31
Pangil,2019,8,373.1,24.68,31
Pangil,2019,9,418.9,24.41,30
Pangil,2019,10,212.6,24.15,31
Pangil,2019,11,258.3,24.01,30
Pangil,2019,12,433.1,23.22,31
Pangil,2020,1,228.9,22.74,31
Pangil,2020,2,212.3,21.98,29
Pangil,2020,3,81.6,23.74,31
Pangil,2020,4,102.8,24.6,30
Pangil,2020,5,382.4,26.09,31
Pangil,2020,6,223.0,25.57,30
Pangil,2020,7,261.4,25.41,31
Pangil,2020,8,325.5,25.1,31
Pangil,2020,9,226.4,25.4,30
Pangil,2020,10,675.5,24.37,31
Pangil,2020,11,681.5,23.81,30
Pangil,2020,12,597.8,23.56,31
Pangil,2021,1,330.1,22.41,31
Pangil,2021,2,463.3,22.49,28
Pangil,2021,3,230.5,23.65,31
Pangil,2021,4,89.5,24.27,30
Pangil,2021,5,165.9,25.41,31
Pangil,2021,6,223.6,25.73,30
Pangil,2021,7,374.5,24.76,31
Pangil,2021,8,273.5,25.01,31
Pangil,2021,9,420.4,24.71,30
Pangil,2021,10,310.6,24.36,31
Pangil,2021,11,269.4,23.97,30
Pangil,2021,12,416.3,22.54,31
Pangil,2022,1,158.3,22.48,31
Pangil,2022,2,240.2,22.51,28
Pangil,2022,3,110.8,23.99,31
Pangil,2022,4,207.5,23.88,30
Pangil,2022,5,204.1,25.21,31
Pangil,2022,6,215.6,25.3,30
Pangil,2022,7,311.4,25.11,31
Pangil,2022,8,296.0,24.68,31
Pangil,2022,9,297.2,24.58,30
Pangil,2022,10,458.1,24.37,31
Pangil,2022,11,307.0,23.82,30
Pangil,2022,12,418.8,22.65,31
Pangil,2023,1,511.2,21.97,31
Pangil,2023,2,209.3,22.58,28
Pangil,2023,3,60.9,22.93,31
Pangil,2023,4,154.2,24.63,30
Pangil,2023,5,180.8,25.57,31
Pangil,2023,6,174.1,25.49,30
Pangil,2023,7,280.7,25.21,31
Pangil,2023,8,177.1,25.36,31
Pangil,2023,9,290.8,25.11,30
Pangil,2023,10,204.5,24.5,31
Pangil,2023,11,338.6,23.71,30
Pangil,2023,12,394.9,23.25,31
Pangil,2024,1,150.3,22.32,31
Pangil,2024,2,155.5,22.68,29
Pangil,2024,3,174.4,23.09,31
Pangil,2024,4,45.7,25.26,30
Pangil,2024,5,302.2,25.99,31
Pangil,2024,6,259.5,25.73,30
Pangil,2024,7,407.6,24.81,31
Pangil,2024,8,177.4,25.56,31
Pangil,2024,9,374.9,25.08,30
Pangil,2024,10,372.7,24.59,31
Pangil,2024,11,233.5,24.27,30
Pangil,2024,12,727.1,22.87,31
Pangil,2025,1,403.1,22.19,31
Pangil,2025,2,393.8,22.42,28
Pangil,2025,3,222.0,23.2,31
Pangil,2025,4,40.7,25.18,30
Pangil,2025,5,118.0,25.49,31
Pangil,2025,6,240.3,25.0,30
Pangil,2025,7,408.8,24.63,31
Pangil,2025,8,319.6,24.65,31
Pangil,2025,9,369.4,23.86,30
Pangil,2025,10,317.2,24.0,31
Pangil,2025,11,496.8,23.62,30
Pangil,2025,12,242.5,22.82,31
Pila,2018,1,150.2,25.61,31
Pila,2018,2,20.9,25.95,28
Pila,2018,3,61.7,26.47,31
Pila,2018,4,107.0,27.94,30
Pila,2018,5,12.9,29.48,31
Pila,2018,6,225.2,27.79,30
Pila,2018,7,561.0,26.5,31
Pila,2018,8,168.0,27.2,31
Pila,2018,9,395.0,26.76,30
Pila,2018,10,76.9,27.25,31
Pila,2018,11,99.3,26.93,30
Pila,2018,12,427.8,26.02,31
Pila,2019,1,34.0,25.3,31
Pila,2019,2,14.9,25.4,28
Pila,2019,3,8.5,26.98,31
Pila,2019,4,21.6,28.95,30
Pila,2019,5,189.7,28.33,31
Pila,2019,6,199.6,28.64,30
Pila,2019,7,277.6,27.23,31
Pila,2019,8,395.5,27.18,31
Pila,2019,9,395.9,26.84,30
Pila,2019,10,73.0,27.15,31
Pila,2019,11,167.3,26.65,30
Pila,2019,12,255.5,26.21,31
Pila,2020,1,55.0,25.79,31
Pila,2020,2,64.0,25.23,29
Pila,2020,3,16.0,27.2,31
Pila,2020,4,17.4,28.41,30
Pila,2020,5,268.9,29.07,31
Pila,2020,6,201.1,28.33,30
Pila,2020,7,339.2,27.82,31
Pila,2020,8,429.3,27.32,31
Pila,2020,9,218.7,27.7,30
Pila,2020,10,583.2,26.74,31
Pila,2020,11,406.7,26.57,30
Pila,2020,12,317.8,26.34,31
Pila,2021,1,151.8,25.3,31
Pila,2021,2,139.8,25.38,28
Pila,2021,3,108.1,26.69,31
Pila,2021,4,27.1,27.49,30
Pila,2021,5,70.1,28.8,31
Pila,2021,6,284.1,27.94,30
Pila,2021,7,355.2,27.44,31
Pila,2021,8,235.6,27.52,31
Pila,2021,9,358.2,27.13,30
Pila,2021,10,190.0,27.06,31
Pila,2021,11,70.8,27.24,30
Pila,2021,12,108.2,25.79,31
Pila,2022,1,46.6,25.61,31
Pila,2022,2,38.2,26.07,28
Pila,2022,3,31.4,27.66,31
Pila,2022,4,76.1,27.54,30
Pila,2022,5,294.8,28.22,31
Pila,2022,6,344.3,27.85,30
Pila,2022,7,423.8,27.39,31
Pila,2022,8,406.8,26.9,31
Pila,2022,9,343.3,27.01,30
Pila,2022,10,419.1,27.16,31
Pila,2022,11,93.6,27.04,30
Pila,2022,12,149.8,25.78,31
Pila,2023,1,132.2,25.12,31
Pila,2023,2,51.8,25.68,28
Pila,2023,3,11.6,26.37,31
Pila,2023,4,120.4,27.71,30
Pila,2023,5,128.1,28.41,31
Pila,2023,6,262.6,28.04,30
Pila,2023,7,312.7,28.11,31
Pila,2023,8,156.0,28.39,31
Pila,2023,9,299.0,27.69,30
Pila,2023,10,134.4,27.79,31
Pila,2023,11,117.5,27.32,30
Pila,2023,12,80.8,26.89,31
Pila,2024,1,15.0,26.02,31
Pila,2024,2,10.4,26.62,29
Pila,2024,3,30.4,27.19,31
Pila,2024,4,12.5,29.57,30
Pila,2024,5,294.5,29.83,31
Pila,2024,6,283.5,28.46,30
Pila,2024,7,477.8,27.56,31
Pila,2024,8,315.3,28.05,31
Pila,2024,9,365.8,27.75,30
Pila,2024,10,339.8,27.59,31
Pila,2024,11,87.5,27.79,30
Pila,2024,12,286.9,26.37,31
Pila,2025,1,108.3,25.86,31
Pila,2025,2,98.8,26.05,28
Pila,2025,3,62.2,27.36,31
Pila,2025,4,7.8,30.11,30
Pila,2025,5,89.1,29.75,31
Pila,2025,6,424.2,27.88,30
Pila,2025,7,297.0,27.78,31
Pila,2025,8,305.3,27.44,31
Pila,2025,9,322.4,26.88,30
Pila,2025,10,229.0,27.27,31
Pila,2025,11,237.3,27.1,30
Pila,2025,12,65.6,26.51,31
Rizal,2018,1,107.3,23.05,31
Rizal,2018,2,26.7,23.3,28
Rizal,2018,3,88.7,23.61,31
Rizal,2018,4,38.0,25.24,30
Rizal,2018,5,68.9,26.63,31
Rizal,2018,6,283.7,25.27,30
Rizal,2018,7,611.9,24.24,31
Rizal,2018,8,237.8,24.69,31
Rizal,2018,9,471.6,24.38,30
Rizal,2018,10,132.8,24.5,31
Rizal,2018,11,59.5,24.22,30
Rizal,2018,12,338.4,23.54,31
Rizal,2019,1,32.1,22.29,31
Rizal,2019,2,12.0,22.3,28
Rizal,2019,3,38.5,24.15,31
Rizal,2019,4,37.4,26.14,30
Rizal,2019,5,238.3,25.93,31
Rizal,2019,6,214.8,26.11,30
Rizal,2019,7,360.9,24.95,31
Rizal,2019,8,426.7,24.7,31
Rizal,2019,9,408.0,24.48,30
Rizal,2019,10,106.7,24.46,31
Rizal,2019,11,147.7,24.21,30
Rizal,2019,12,346.8,23.63,31
Rizal,2020,1,56.6,23.13,31
Rizal,2020,2,72.0,22.37,29
Rizal,2020,3,26.3,24.52,31
Rizal,2020,4,60.4,25.78,30
Rizal,2020,5,324.7,26.7,31
Rizal,2020,6,261.6,25.87,30
Rizal,2020,7,311.6,25.33,31
Rizal,2020,8,485.6,24.96,31
Rizal,2020,9,279.6,25.26,30
Rizal,2020,10,689.7,24.45,31
Rizal,2020,11,521.8,24.13,30
Rizal,2020,12,283.9,24.04,31
Rizal,2021,1,177.9,22.78,31
Rizal,2021,2,150.4,22.85,28
Rizal,2021,3,136.3,24.12,31
Rizal,2021,4,36.9,24.81,30
Rizal,2021,5,81.6,26.43,31
Rizal,2021,6,271.3,25.68,30
Rizal,2021,7,424.4,25.0,31
Rizal,2021,8,258.3,25.1,31
Rizal,2021,9,446.5,24.79,30
Rizal,2021,10,249.6,24.58,31
Rizal,2021,11,103.3,24.7,30
Rizal,2021,12,131.0,23.11,31
Rizal,2022,1,66.3,22.77,31
Rizal,2022,2,84.8,23.44,28
Rizal,2022,3,90.9,24.98,31
Rizal,2022,4,149.7,24.8,30
Rizal,2022,5,160.1,25.72,31
Rizal,2022,6,252.2,25.41,30
Rizal,2022,7,340.4,25.1,31
Rizal,2022,8,350.3,24.55,31
Rizal,2022,9,349.1,24.5,30
Rizal,2022,10,579.6,24.65,31
Rizal,2022,11,127.3,24.6,30
Rizal,2022,12,149.3,23.33,31
Rizal,2023,1,180.2,22.6,31
Rizal,2023,2,115.5,23.08,28
Rizal,2023,3,29.7,23.49,31
Rizal,2023,4,135.5,25.1,30
Rizal,2023,5,209.0,25.75,31
Rizal,2023,6,281.3,25.44,30
Rizal,2023,7,347.2,25.33,31
Rizal,2023,8,173.0,25.32,31
Rizal,2023,9,373.4,25.01,30
Rizal,2023,10,190.5,24.83,31
Rizal,2023,11,177.6,24.51,30
Rizal,2023,12,115.0,24.09,31
Rizal,2024,1,36.3,22.92,31
Rizal,2024,2,19.2,23.45,29
Rizal,2024,3,48.1,24.29,31
Rizal,2024,4,27.0,26.73,30
Rizal,2024,5,334.9,27.18,31
Rizal,2024,6,338.5,25.9,30
Rizal,2024,7,429.0,25.07,31
Rizal,2024,8,253.3,25.31,31
Rizal,2024,9,395.4,25.12,30
Rizal,2024,10,513.2,24.84,31
Rizal,2024,11,77.4,24.94,30
Rizal,2024,12,313.5,23.59,31
Rizal,2025,1,190.4,22.9,31
Rizal,2025,2,165.3,23.04,28
Rizal,2025,3,100.8,24.27,31
Rizal,2025,4,44.5,26.82,30
Rizal,2025,5,158.7,26.31,31
Rizal,2025,6,391.9,24.93,30
Rizal,2025,7,413.5,24.67,31
Rizal,2025,8,379.2,24.48,31
Rizal,2025,9,484.5,23.97,30
Rizal,2025,10,301.8,24.29,31
Rizal,2025,11,291.5,24.21,30
Rizal,2025,12,120.0,23.51,31
Santa Cruz,2018,1,150.2,25.43,31
Santa Cruz,2018,2,20.9,25.77,28
Santa Cruz,2018,3,61.7,26.29,31
Santa Cruz,2018,4,107.0,27.76,30
Santa Cruz,2018,5,12.9,29.31,31
Santa Cruz,2018,6,225.2,27.61,30
Santa Cruz,2018,7,561.0,26.33,31
Santa Cruz,2018,8,168.0,27.01,31
Santa Cruz,2018,9,395.0,26.58,30
Santa Cruz,2018,10,76.9,27.05,31
Santa Cruz,2018,11,99.3,26.76,30
Santa Cruz,2018,12,427.8,25.82,31
Santa Cruz,2019,1,34.0,25.12,31
Santa Cruz,2019,2,14.9,25.21,28
Santa Cruz,2019,3,8.5,26.81,31
Santa Cruz,2019,4,21.6,28.79,30
Santa Cruz,2019,5,189.7,28.14,31
Santa Cruz,2019,6,199.6,28.44,30
Santa Cruz,2019,7,277.6,27.05,31
Santa Cruz,2019,8,395.5,27.0,31
Santa Cruz,2019,9,395.9,26.65,30
Santa Cruz,2019,10,73.0,26.99,31
Santa Cruz,2019,11,167.3,26.46,30
Santa Cruz,2019,12,255.5,26.03,31
Santa Cruz,2020,1,55.0,25.61,31
Santa Cruz,2020,2,64.0,25.04,29
Santa Cruz,2020,3,16.0,27.01,31
Santa Cruz,2020,4,17.4,28.22,30
Santa Cruz,2020,5,268.9,28.89,31
Santa Cruz,2020,6,201.1,28.16,30
Santa Cruz,2020,7,339.2,27.64,31
Santa Cruz,2020,8,429.3,27.14,31
Santa Cruz,2020,9,218.7,27.53,30
Santa Cruz,2020,10,583.2,26.56,31
Santa Cruz,2020,11,406.7,26.4,30
Santa Cruz,2020,12,317.8,26.16,31
Santa Cruz,2021,1,151.8,25.11,31
Santa Cruz,2021,2,139.8,25.19,28
Santa Cruz,2021,3,108.1,26.51,31
Santa Cruz,2021,4,27.1,27.31,30
Santa Cruz,2021,5,70.1,28.61,31
Santa Cruz,2021,6,284.1,27.76,30
Santa Cruz,2021,7,355.2,27.25,31
Santa Cruz,2021,8,235.6,27.33,31
Santa Cruz,2021,9,358.2,26.95,30
Santa Cruz,2021,10,190.0,26.87,31
Santa Cruz,2021,11,70.8,27.06,30
Santa Cruz,2021,12,108.2,25.59,31
Santa Cruz,2022,1,46.6,25.43,31
Santa Cruz,2022,2,38.2,25.88,28
Santa Cruz,2022,3,31.4,27.49,31
Santa Cruz,2022,4,76.1,27.36,30
Santa Cruz,2022,5,294.8,28.03,31
Santa Cruz,2022,6,344.3,27.66,30
Santa Cruz,2022,7,423.8,27.21,31
Santa Cruz,2022,8,406.8,26.71,31
Santa Cruz,2022,9,343.3,26.82,30
Santa Cruz,2022,10,419.1,26.98,31
Santa Cruz,2022,11,93.6,26.84,30
Santa Cruz,2022,12,149.8,25.59,31
Santa Cruz,2023,1,132.2,24.95,31
Santa Cruz,2023,2,51.8,25.49,28
Santa Cruz,2023,3,11.6,26.19,31
Santa Cruz,2023,4,120.4,27.53,30
Santa Cruz,2023,5,128.1,28.25,31
Santa Cruz,2023,6,262.6,27.87,30
Santa Cruz,2023,7,312.7,27.92,31
Santa Cruz,2023,8,156.0,28.22,31
Santa Cruz,2023,9,299.0,27.51,30
Santa Cruz,2023,10,134.4,27.6,31
Santa Cruz,2023,11,117.5,27.13,30
Santa Cruz,2023,12,80.8,26.71,31
Santa Cruz,2024,1,15.0,25.84,31
Santa Cruz,2024,2,10.4,26.43,29
Santa Cruz,2024,3,30.4,26.99,31
Santa Cruz,2024,4,12.5,29.39,30
Santa Cruz,2024,5,294.5,29.65,31
Santa Cruz,2024,6,283.5,28.28,30
Santa Cruz,2024,7,477.8,27.38,31
Santa Cruz,2024,8,315.3,27.87,31
Santa Cruz,2024,9,365.8,27.57,30
Santa Cruz,2024,10,339.8,27.4,31
Santa Cruz,2024,11,87.5,27.6,30
Santa Cruz,2024,12,286.9,26.18,31
Santa Cruz,2025,1,108.3,25.69,31
Santa Cruz,2025,2,98.8,25.85,28
Santa Cruz,2025,3,62.2,27.17,31
Santa Cruz,2025,4,7.8,29.93,30
Santa Cruz,2025,5,89.1,29.57,31
Santa Cruz,2025,6,424.2,27.71,30
Santa Cruz,2025,7,297.0,27.6,31
Santa Cruz,2025,8,305.3,27.25,31
Santa Cruz,2025,9,322.4,26.69,30
Santa Cruz,2025,10,229.0,27.09,31
Santa Cruz,2025,11,237.3,26.93,30
Santa Cruz,2025,12,65.6,26.33,31
Santa Maria,2018,1,304.2,24.54,31
Santa Maria,2018,2,14.6,24.97,28
Santa Maria,2018,3,36.3,25.16,31
Santa Maria,2018,4,67.0,26.73,30
Santa Maria,2018,5,42.8,28.25,31
Santa Maria,2018,6,381.4,26.6,30
Santa Maria,2018,7,559.1,25.6,31
Santa Maria,2018,8,348.5,25.95,31
Santa Maria,2018,9,353.5,26.02,30
Santa Maria,2018,10,97.6,26.28,31
Santa Maria,2018,11,85.2,25.76,30
Santa Maria,2018,12,471.1,25.05,31
Santa Maria,2019,1,67.8,24.04,31
Santa Maria,2019,2,25.1,24.16,28
Santa Maria,2019,3,10.1,25.89,31
Santa Maria,2019,4,16.0,27.77,30
Santa Maria,2019,5,174.9,27.68,31
Santa Maria,2019,6,290.8,27.64,30
Santa Maria,2019,7,336.0,26.52,31
Santa Maria,2019,8,529.7,26.05,31
Santa Maria,2019,9,530.7,25.89,30
Santa Maria,2019,10,90.3,26.21,31
Santa Maria,2019,11,120.6,25.85,30
Santa Maria,2019,12,180.9,25.24,31
Santa Maria,2020,1,67.5,24.76,31
Santa Maria,2020,2,55.8,24.01,29
Santa Maria,2020,3,20.9,26.11,31
Santa Maria,2020,4,42.2,27.08,30
Santa Maria,2020,5,313.6,28.27,31
Santa Maria,2020,6,215.3,27.48,30
Santa Maria,2020,7,229.6,27.21,31
